MLS,Status,Residential Styles,Address Number,Address Street,Zip,Map Coordinates,Community,Bedrooms Total,Baths Full,Baths Half,Estimated Square Feet,Year Built,DOMLS,List Price,Original Price,List Date Received,Sold Price,Close of Escrow Date
NDP2200932,Sold,Detached,13103,Caminito Pointe Del Mar,92014,,,4,2,1,2707,1985,6,2650000,2650000,02/01/2022,2930000,03/15/2022
220000619,Sold,Detached,164,River Rock,92071,,SANTEE,3,2,0,1369,1998,10,675000,675000,01/12/2022,702000,03/09/2022
NDP2200824,Pending,Detached,1830,Calle Tijera,92084,,,4,2,,1584,1972,7,775000,750000,02/02/2022,,
NDP2200328,Sold,Detached,1348,Buena,92058,,,2,1,,837,1958,6,789000,789000,01/12/2022,635000,02/08/2022
220001197,Active,Detached,4756,Butternut Hollow,91902,,BONITA,6,3,1,2479,1973,42,1250000,1200000,01/19/2022,,
220000639,Sold,Detached,1760,La Playa,92109,,PACIFIC BEACH,5,3,0,1887,1952,14,2150000,2150000,01/12/2022,2270000,02/24/2022
220000641,Pending,Manufactured Home,1380,Oak Hill Dr Spc 9,92027,,EAST ESCONDIDO,3,2,0,1502,2002,33,348000,348000,01/12/2022,,
220000799,Sold,Detached,2069,Tiffany,92056,,OCEANSIDE,3,2,1,2208,1990,2,875000,875000,01/13/2022,975000,01/24/2022
220001123,Sold,All Other Attached,431,Almond,92078,1128H3,SAN MARCOS,2,2,1,1053,2005,7,590000,549900,01/19/2022,591000,02/22/2022
220000815,Sold,Detached,4340,Marraco,92115,,SAN DIEGO,5,2,1,2125,1947,6,985000,985000,01/13/2022,1010000,02/18/2022
PTP2200405,Sold,Manufactured Home,3340,Del Sol Blvd,92154,,,3,2,,1422,2020,28,270000,270000,01/18/2022,270000,03/10/2022
OC21268365,Sold,Detached,1319,Ridge,92081,,,4,1,,1910,1960,12,829000,829000,01/20/2022,875000,02/25/2022
NDP2200483,Sold,Detached,109,Neptune,92026,,,4,2,,1912,1990,12,799000,799000,01/18/2022,830000,03/14/2022
220001202,Sold,Manufactured Home,1401,El Norte,92069,1109,SAN MARCOS,3,2,0,1716,2002,0,460000,460000,01/19/2022,460000,03/02/2022
NDP2200878,Sold,"All Other Attached, Condominium",10124,Wateridge,92121,,,2,2,1,1148,1999,18,815000,815000,01/29/2022,880000,03/07/2022
220001265,Sold,All Other Attached,9408,Twin Trails,92129,,RANCHO PENASQUITOS,2,2,0,927,1986,5,570000,570000,01/20/2022,642000,02/17/2022
220001321,Pending,Detached,1620,50th,92102,,SAN DIEGO,3,1,0,1095,1951,3,670000,670000,01/20/2022,,
PTP2200324,Sold,"All Other Attached, Condominium",4530,Idaho,92116,,,2,1,0,810,1985,5,495000,495000,01/14/2022,572500,02/14/2022
220001344,Sold,Townhome,7870,Via Belfiore,92129,,TORREY HIGHLANDS,1,1,1,1295,2003,3,650000,650000,01/21/2022,710000,02/10/2022
NDP2200338,Sold,"All Other Attached, Condominium",7505,Charmant,92122,,,2,2,0,1037,1987,6,820000,725000,01/12/2022,825000,02/15/2022
NDP2200482,Sold,Detached,7594,St. Andrews Road,92067,,,5,5,,4834,1990,5,3895000,3895000,01/17/2022,3895000,02/02/2022
220001145,Sold,Detached,3274,Coral Gate,92173,,SAN YSIDRO,5,3,0,2038,2001,7,749000,749000,01/19/2022,807000,02/18/2022
NDP2200576,Sold,"All Other Attached, Condominium",4035,Carmel View,92130,,,2,2,,1071,1987,20,715000,715000,01/24/2022,750000,02/28/2022
220000570,Sold,All Other Attached,12935,Peppergrass Creek Gate,92130,1188F4,CARMEL VALLEY,2,2,1,1207,2018,6,1099900,1099900,01/11/2022,1160000,02/18/2022
220000870,Sold,All Other Attached,4484,Brisbane,92058,1086G1,BRISBABRIB,3,2,1,1471,2003,7,649000,649000,01/14/2022,640000,03/09/2022
220001238,Active,Detached,993,Hawthorne Creek,91914,1311H4,CHULA VISTA,6,5,0,3765,2005,55,1849000,1899000,01/20/2022,,
220001072,Sold,Detached,7358,Rancho Ventana Trial,92127,1188H1,SANTALUZ,5,5,1,5148,2004,7,2850000,2850000,01/18/2022,3300000,02/22/2022
NDP2200297,Sold,"Detached, Condominium",752,Gemstone,92078,,,4,2,1,2211,2019,2,999999,999999,01/11/2022,1050000,02/09/2022
PTP2200362,Sold,Detached,615,Galena,92019,,,4,3,,1568,1958,4,850000,749000,01/16/2022,830000,02/28/2022
220000968,Active,Detached,1781,Colgate,92037,1247H2,LA JOLLA,5,5,1,7035,2021,59,10850000,11975000,01/16/2022,,
220000683,Sold,Detached,804,Daisy,92027,,SOUTHEAST ESCONDIDO,3,2,0,1676,1964,6,649000,649000,01/12/2022,611000,01/27/2022
PTP2200896,Active,Detached,1091,Anza,92020,,,5,3,,2538,1975,35,849999,849999,02/09/2022,,
NDP2200568,Sold,"All Other Attached, Condominium",1100,Civic Center,92054,,,3,2,,1416,2003,4,824500,824500,01/19/2022,825000,02/22/2022
PTP2200457,Sold,Detached,2580,Shooting Star Pl,91901,,,4,4,1,3085,1994,3,1195000,1195000,01/28/2022,1310000,03/02/2022
NDP2200573,Sold,"All Other Attached, Condominium",4163,Baycliff,92056,,,3,1,1,1151,1979,3,524900,524900,01/19/2022,575000,02/08/2022
NDP2200326,Sold,Detached,1276,Coventry,92084,,,3,2,,1530,1955,19,789000,789999,01/12/2022,750000,02/25/2022
NDP2200397,Sold,Detached,2619,Lomita,92054,,,4,2,,1766,1979,5,849000,849000,01/13/2022,931000,02/24/2022
220000833,Sold,All Other Attached,4084,Crystal Dawn,92122,1228C3,UNIVERSITY CITY,2,2,0,1212,1981,3,699000,699000,01/14/2022,885000,02/25/2022
NDP2202275,Active,Detached,775,Leeward Avenue,92078,,,4,3,1,2999,2006,3,1579000,1579000,03/15/2022,,
PTP2200647,Pending,"All Other Attached, Condominium",3688,1st,92103,,,1,1,1,909,1969,4,590000,529000,01/28/2022,,
220000730,Sold,Detached,4371,Talmadge,92116,,KENSINGTON,3,2,0,1816,1927,8,1559000,1549000,01/13/2022,1659000,03/04/2022
220001124,Sold,All Other Attached,17607,Pomerado,92128,1170C1,RANCHO BERNARDO,2,2,0,1118,1979,5,459000,459000,01/19/2022,480000,02/15/2022
PTP2200444,Active,Detached,929,Chumash Trail,92084,,,6,4,1,4308,1994,39,1250000,1500000,01/20/2022,,
PTP2200475,Sold,"All Other Attached, Condominium",3557,Kenora,91977,,,2,2,,810,1978,5,355000,355000,01/20/2022,392000,02/15/2022
220000802,Sold,All Other Attached,2144,Caminito Elda,91915,,CHULA VISTA,4,3,0,1558,2005,5,645000,599000,01/13/2022,645750,02/18/2022
220000905,Sold,Detached,224,Calla,91932,,IMPERIAL BEACH,2,1,0,823,1953,0,956000,956000,01/14/2022,956000,01/14/2022
220000988,Sold,All Other Attached,7932,Mission Center,92108,1269B2,MISSION VALLEY,0,1,0,506,1973,5,300000,275000,01/17/2022,285000,02/16/2022
220000766,Sold,Detached,3332,Spa,92105,,CITY HEIGHTS,4,2,0,1347,1951,4,725000,725000,01/13/2022,806000,02/23/2022
PTP2200413,Sold,Detached,5,Moss,91911,,,3,2,,1196,1956,0,650000,650000,01/19/2022,660000,02/04/2022
220000983,Sold,All Other Attached,7366,Mission Trails,92071,,SANTEE,2,2,0,990,1987,7,479000,479000,01/16/2022,532500,02/10/2022
220001244,Sold,Detached,1815,Oak,92008,1106G4,CARLSBAD WEST,5,4,2,4281,2015,10,2295000,2295000,01/20/2022,2355000,03/03/2022
220000885,Sold,Detached,4350,Corinth,92115,,SAN DIEGO,3,2,0,1092,1949,7,815000,699000,01/14/2022,815000,02/10/2022
NDP2200587,Sold,Detached,1785,Montgomery,92084,,,3,2,,1196,2012,4,749000,749000,01/20/2022,790000,02/15/2022
220000615,Sold,All Other Attached,3845,Groton,92110,,POINT LOMA,3,2,0,1260,1964,5,649000,649000,01/12/2022,730000,02/09/2022
NDP2200319,Sold,"All Other Attached, Condominium",1200,Harbor,92054,,,2,2,,1364,1976,3,950000,950000,01/12/2022,955000,03/14/2022
NDP2201477,Sold,Detached,4963,Lamia,92056,,,2,3,0,2314,1993,0,855000,849000,02/19/2022,925000,03/10/2022
PTP2200436,Sold,"All Other Attached, Condominium",2135,Valley Parkway,92027,,,2,2,,1184,1982,6,499000,499000,01/19/2022,508000,02/15/2022
NDP2200475,Active,"All Other Attached, Condominium",1019,Costa Pacifica,92054,,,2,2,,1143,2008,24,1199000,1249000,01/17/2022,,
220001080,Sold,Detached,3299,Salton Vista,92036,,JULIAN,1,2,0,982,2010,12,550000,550000,01/18/2022,525000,02/18/2022
SW22011239,Sold,Detached,520,Citracado,92025,,,4,2,1,2363,1985,7,995900,1100000,01/19/2022,1000000,02/28/2022
NDP2200335,Sold,"All Other Attached, Condominium",17161,Alva,92127,,,2,2,,899,1992,0,548500,548700,01/23/2022,560000,02/14/2022
NDP2200370,Sold,Detached,1852,Cathan Lane,92084,,,3,2,,1720,1961,14,890000,890000,01/13/2022,907500,03/11/2022
220000778,Sold,Detached,5008,Foothill,92109,,PACIFIC BEACH,3,2,0,1749,1960,12,1895000,1849000,01/13/2022,1895000,02/22/2022
NDP2200368,Sold,Detached,2637,Lancelot,92054,,,3,2,,1072,1960,3,749000,749000,01/13/2022,825000,02/07/2022
220001280,Pending,Detached,2626,Fern Valley,91915,,CHULA VISTA,3,2,1,3017,2002,6,1060000,950000,01/20/2022,,
220000732,Sold,All Other Attached,4640,Park,92116,,UNIVERSITY HEIGHTS,3,2,0,1720,2002,4,949900,949900,01/13/2022,1016000,02/08/2022
220001165,Pending,Mobile Home,1219,Barham,92078,1129C1,SAN MARCOS,2,2,0,1480,1974,21,309800,309800,01/19/2022,,
220001179,Pending,Detached,5935,Joel,91942,,LA MESA,4,2,0,1700,1959,14,850000,850000,01/19/2022,,
220001638,Pending,Detached,2431,Prospect,91950,,NATIONAL CITY,5,3,1,2238,2009,36,825000,825000,01/25/2022,,
PTP2200386,Sold,"All Other Attached, Townhome",10283,Caminito Toronjo,92131,,,3,2,1,1540,1973,7,750000,750000,01/17/2022,780000,02/24/2022
220001234,Sold,Detached,4462,Sapphire,92056,1107D2,OCEANSIDE,2,2,0,1311,1988,4,579900,579900,01/20/2022,580000,02/11/2022
220000972,Sold,Detached,2586,Azure Coast,92037,,LA JOLLA,4,2,0,2332,1966,12,1699995,1699995,01/16/2022,1815000,03/03/2022
220001055,Sold,All Other Attached,2210,River Run,92108,1269D1,UNKNOWN999,2,2,0,977,1985,4,525000,525000,01/18/2022,530000,02/22/2022
220001178,Sold,All Other Attached,6333,College Grove,92115,,COLLEGE GROVE,2,1,1,865,1973,34,395000,395000,01/19/2022,410000,02/23/2022
220000633,Sold,Detached,15797,Lofty Trail,92127,,RANCHO BERNARDO,3,2,1,1638,1988,11,995000,995000,01/12/2022,1010000,02/14/2022
220000794,Sold,All Other Attached,2600,Torrey Pines,92037,,LA JOLLA,2,2,0,1102,1966,7,750000,699000,01/13/2022,750000,02/15/2022
220001003,Sold,All Other Attached,4015,Porte La Paz,92122,1228B5,UNIVERSITY CITY,2,1,0,806,1986,0,499000,499000,01/17/2022,499000,01/17/2022
220000632,Sold,All Other Attached,530,K,92101,,DOWNTOWN,2,2,0,981,2005,2,649000,549000,01/12/2022,695500,02/04/2022
220000797,Active,Detached,3669,Orange,92104,1269G5,NORTH PARK,2,1,0,672,1925,41,749000,719000,01/13/2022,,
220001271,Sold,Detached,34747,Yuma,92036,,JULIAN,1,1,0,765,2010,8,569000,569000,01/20/2022,623000,02/28/2022
PTP2200365,Sold,"All Other Attached, Condominium",9729,Mesa Springs,92126,,,1,1,,772,1985,4,415000,415000,01/17/2022,424000,02/11/2022
NDP2200361,Sold,"Manufactured Home, Detached",525,El Norte Pkwy,92026,,,2,2,,1392,1973,18,285000,285000,01/13/2022,270000,02/17/2022
220001158,Sold,Townhome,6895,Parkside,92139,1310F1,BONITAVIBV,3,2,0,1373,1981,10,520000,520000,01/19/2022,555000,03/10/2022
220000810,Sold,Detached,6373,Twila,92115,,COLLEGE GROVE,3,1,0,1013,1951,12,699900,649900,01/13/2022,681000,02/10/2022
220001037,Sold,All Other Attached,1206,Paseo Seashore,92154,,SAN DIEGO,4,3,1,1857,2017,7,660000,650000,01/18/2022,660000,02/22/2022
PTP2200768,Sold,"All Other Attached, Condominium",1027,Maddie,92154,,,2,2,1,1175,2005,11,530000,499000,02/03/2022,530000,03/10/2022
SW22010939,Active,Detached,49860,Highway 79,92086,,,2,1,,1170,1948,55,385000,385000,01/19/2022,,
220000915,Sold,Detached,4832,Mahogany Vista,92102,,SAN DIEGO,4,3,0,1650,2000,18,575000,575000,01/14/2022,710000,03/08/2022
220000637,Sold,Detached,554,Plumosa,92081,,VISTA,5,2,0,2656,1980,8,899900,949000,01/12/2022,903000,02/22/2022
220001263,Sold,Detached,17225,Calle Mayor,92067,1168G5,RANCHO SANTA FE,7,6,2,8546,2019,0,8650000,8650000,01/20/2022,8650000,01/20/2022
220001059,Sold,Detached,3611,Waco,92117,,CLAIREMONT,2,2,0,1253,1953,2,699000,699000,01/18/2022,884258,02/03/2022
220000744,Sold,Detached,9718,River,91916,,DESCANSO,3,2,0,3600,1960,17,1349990,1349000,01/13/2022,1300000,02/25/2022
220002046,Sold,Detached,9471,Medina,92071,,SANTEE,4,2,0,1350,1972,7,749900,724900,02/02/2022,856000,03/08/2022
NDP2200444,Sold,Detached,4672,Calle Del Palo,92057,,,2,1,,827,1981,4,475000,475000,01/15/2022,526500,02/09/2022
NDP2200461,Sold,Detached,1722,Tierra Libertia,92026,,,4,3,,2960,1987,3,1149000,1149000,01/15/2022,1250000,03/03/2022
NDP2200543,Sold,Detached,2098,Rancho Bonita Pl.,92026,,,5,4,0,3061,2017,6,1200000,1200000,01/20/2022,1250000,02/28/2022
220001253,Sold,All Other Attached,4514,51st,92115,1270A4,SAN DIEGO,2,2,0,894,1985,14,467900,467900,01/20/2022,480000,03/09/2022
NDP2200515,Sold,"All Other Attached, Townhome",3243,Caminito Eastbluff,92037,,,3,2,1,1458,1978,6,1085000,1085000,01/18/2022,1150600,02/17/2022
220000835,Sold,Detached,4873,Bancroft,92116,1.27E+06,NORMAL HEIGHTS,3,2,0,1350,1929,4,1249000,1249000,01/14/2022,1332000,02/08/2022
PTP2200467,Active,Manufactured Home,751,Bradley,92021,,,2,1,,800,1978,55,129000,138000,12/17/2021,,
IV22008113,Sold,Detached,6955,Simi,92139,,,4,2,1,2232,1978,7,799900,799900,01/14/2022,830000,02/14/2022
PTP2200276,Sold,Detached,2890,Havasupai,92117,,,3,2,,1825,1958,3,1149000,1149000,01/12/2022,1275000,02/07/2022
PTP2200319,Sold,Detached,4786,62nd,92115,,,3,2,,1558,1953,5,879000,879000,01/14/2022,1010000,02/09/2022
PTP2200318,Pending,Manufactured Home,1286,Discovery St.,92078,,,3,2,0,1560,2017,25,379900,379900,01/13/2022,,
OC22005856,Sold,"All Other Attached, Detached",1379,Caminito Arriata,92037,,,3,3,1,2804,2001,11,2060000,2060000,01/13/2022,2160000,02/28/2022
220000706,Sold,Detached,5101,Orcutt,92120,1250A6,AG,2,1,0,1090,1956,4,749000,749000,01/13/2022,825000,02/02/2022
220000936,Pending,Detached,809,Colima,92037,1247G4,LA JOLLA,3,2,0,1158,2005,20,2499000,2699000,01/15/2022,,
PTP2200332,Sold,Detached,10497,La Morada Dr,92124,,,4,3,,1958,1973,4,1249000,1249000,01/14/2022,1249000,02/08/2022
220001030,Sold,Townhome,4116,Loma Riviera,92110,1268C5,POINT LOMA,3,1,1,1400,1965,3,660000,660000,01/18/2022,720000,02/09/2022
NDP2200510,Sold,"All Other Attached, Condominium",5062,Los Morros Way,92057,,,2,2,,900,1986,6,435000,435000,01/20/2022,460000,02/10/2022
220000838,Sold,All Other Attached,7817,Stylus,92108,,MISSION VALLEY,2,2,1,1547,2013,10,815000,815000,01/14/2022,855000,02/09/2022
220001207,Sold,Detached,6651,Encelia,92011,,CARLSBAD SOUTH,4,3,0,2010,2020,6,1275000,1275000,01/20/2022,1413000,02/22/2022
NDP2200799,Pending,"Manufactured Home, Detached",71,Hummingbird,92057,,,1,,,624,1965,42,155000,155000,01/27/2022,,
220001369,Active,Detached,438,Arnold,91901,,ALPINE,6,3,0,2100,1927,54,1200000,1200000,01/21/2022,,
220001310,Sold,All Other Attached,2234,Capistrano,91915,,CHULA VISTA,3,2,1,1794,2010,6,699999,699999,01/20/2022,690000,02/23/2022
220000990,Sold,All Other Attached,1708,Cal Orchid,91913,,CHULA VISTA,3,2,1,1587,2018,3,660000,640000,01/17/2022,660000,02/15/2022
NDP2200618,Sold,"All Other Attached, Detached",3493,Peach Tree Way,92058,,,3,2,,1429,1979,0,609263,570000,02/02/2022,635000,02/22/2022
CL22-117771,Sold,,3333,Tonopah,92054,,,3,2,1,1682,1988,24,799000,799000,01/11/2022,830000,02/13/2022
220000665,Sold,All Other Attached,4255,Asher,92110,1.27E+04,BAY PARK,2,2,0,1102,1976,6,575000,575000,01/12/2022,637500,01/28/2022
220000781,Sold,Detached,1465,Ava,92114,,PARADISE HILLS,3,2,0,1202,1977,1,589000,589000,01/13/2022,611000,02/14/2022
NDP2200537,Sold,Detached,4988,Bella Collina,92056,,,3,2,0,1731,1997,4,849000,849000,01/19/2022,949000,02/18/2022
220000861,Active,Detached,24509,Tesoro,92065,1173F3,RAMONA,4,3,0,2891,2004,56,872400,891900,01/14/2022,,
220000723,Sold,All Other Attached,3769,1st,92103,,HILLCRESHC,1,1,0,573,1973,6,398000,398000,01/13/2022,438000,02/18/2022
NDP2200624,Sold,Detached,118,Letton,92065,,,3,2,0,2332,1979,2,689500,689500,01/20/2022,720000,02/17/2022
NDP2201619,Sold,Detached,7976,Camino De La Dora,92067,,,6,6,1,6234,2001,0,3900000,3900000,02/23/2022,3900000,02/23/2022
220002109,Sold,Detached,13132,Tawny,92064,,POWAY,4,2,0,1895,1980,0,1345000,1249999,02/01/2022,1345000,02/23/2022
220002602,Sold,Detached,1445,Granite Hills,92019,,EL CAJON,3,2,0,1762,1970,7,800000,800000,02/08/2022,805000,03/02/2022
220001092,Sold,Detached,2005,Bruno,92026,,NORTH ESCONDIDO,5,3,1,3209,2020,6,1150000,999800,01/18/2022,1150000,02/14/2022
220001315,Sold,Townhome,17313,Caminito Masada,92127,1169J1,RANCHO BERNARDO,2,1,2,1104,1973,4,588000,588000,01/20/2022,665000,02/11/2022
220000881,Sold,Manufactured Home,9255,Magnolia,92071,,SANTEE,2,2,0,1800,1981,18,245000,245000,01/14/2022,215000,02/04/2022
NDP2200359,Sold,Detached,12447,Rosey,92021,,,4,3,,2378,1980,5,895000,895000,01/13/2022,960000,02/15/2022
PTP2200440,Sold,Detached,9221,Golondrina,91941,,,4,1,,2540,1968,0,1249900,1249900,01/20/2022,1280000,02/03/2022
NDP2200591,Sold,Detached,422,Potter,92028,,,2,1,,900,1985,5,515000,515000,01/20/2022,560000,02/23/2022
220000960,Sold,Detached,830,Melrose,92081,1107G2,MELROSMELR,8,5,0,3450,1956,11,1450000,1350000,01/16/2022,1350000,02/11/2022
OC22008062,Active,"All Other Attached, Condominium",4525,Cove,92008,,,3,2,,1890,1987,50,899000,899000,01/22/2022,,
NDP2200801,Sold,"All Other Attached, Condominium",10206,Wateridge,92121,,,3,2,1,1390,1998,3,895000,895000,01/27/2022,899000,02/24/2022
220000698,Sold,Townhome,16916,Caminito Santico,92128,,RANCHO BERNARDO,2,2,0,936,1976,9,499900,499900,01/12/2022,500000,02/28/2022
220001304,Sold,Townhome,1634,Grandon,92078,,SAN MARCOS,3,2,0,1084,1985,5,465000,465000,01/20/2022,515000,02/07/2022
220001298,Pending,All Other Attached,530,K,92101,1289B4,DOWNTOWN,2,2,0,1002,2005,19,820000,799000,01/20/2022,,
220001147,Sold,All Other Attached,1850,Ascella,91915,1331G2,CHULA VISTA,4,3,1,1681,2019,7,674900,674900,01/19/2022,725000,02/22/2022
NDP2200462,Sold,Detached,2066,Alta Vista,92084,,,3,3,,2166,1969,4,959900,959900,01/20/2022,1300000,02/22/2022
220000865,Pending,Detached,4343,Rainbow Vista,92028,998G7,FALLBROOK,4,3,0,4150,2008,35,1550000,1550000,01/14/2022,,
NDP2200550,Pending,"Manufactured Home, Detached",621,Via Columbia,92081,,,2,2,0,1984,1983,17,519000,519000,01/19/2022,,
220001012,Sold,All Other Attached,813,Jersey,92109,,MISSION BEACH,3,2,1,1575,2021,1,1695000,1695000,01/17/2022,1886000,01/28/2022
220001048,Pending,Detached,1106,D,91950,1309H1,UNKNOWN999,4,1,0,1266,1930,22,660000,660000,01/18/2022,,
220001070,Sold,All Other Attached,4080,Front,92103,1269A5,UNKNOWN999,2,2,0,1165,2002,2,690000,690000,01/18/2022,700000,02/15/2022
OC21263561,Sold,Detached,13252,Thunderhead,92129,,,4,2,1,2137,1980,4,1125000,1125000,01/19/2022,1310000,02/23/2022
220001119,Sold,Townhome,770,Callecita Aquilla Sur,91911,,CHULA VISTA,2,2,1,1194,2002,7,630000,565000,01/19/2022,625000,02/28/2022
SW22015698,Pending,"Detached, Condominium",222,Oberlander,92028,,,4,3,,1911,2018,5,649900,649900,02/04/2022,,
220000969,Active,Detached,9675,La Jolla Farms,92037,,LA JOLLA,6,6,5,13305,2005,27,17500000,17500000,01/31/2022,,
220000910,Sold,Townhome,17229,Caminito Canasto,92127,1169J1,RANCHO BERNARDO,4,2,1,1578,1973,4,829000,800000,01/14/2022,860000,02/14/2022
NDP2200565,Sold,"All Other Attached, Detached",2048,Avenue Of The Trees,92008,,,3,4,,2250,1975,7,975000,975000,01/19/2022,1200000,02/17/2022
PTP2200402,Sold,Detached,1560,Bath,91913,,,4,2,1,1940,2014,5,809000,809000,01/19/2022,850000,02/08/2022
220001203,Sold,All Other Attached,12507,El Camino Real,92130,,CARMEL VALLEY,2,2,1,1351,1996,4,949000,949000,01/20/2022,1060000,02/09/2022
NDP2200431,Active,"All Other Attached, Detached",960,Valley Ave,92075,,,3,4,,2993,1993,60,2250000,2250000,01/14/2022,,
220001198,Sold,All Other Attached,2857,Via Alta,92108,,CIVITACIVI,2,2,0,1584,2018,0,1299000,1299000,01/27/2022,1360000,02/22/2022
NDP2201181,Sold,Detached,8046,Calle Pinon,92009,,,5,5,1,3518,2001,7,2100000,1849500,02/16/2022,2100000,03/15/2022
220001237,Sold,Detached,13864,Lewiston,92128,1190A2,CARMEL MOUNTAIN RANCH,4,3,0,2356,1991,7,1400000,1400000,01/20/2022,1455000,02/28/2022
NDP2200714,Sold,"All Other Attached, Condominium",425,Beech,92101,,,2,1,,873,2004,1,695000,695000,01/25/2022,735000,02/09/2022
220001748,Sold,Detached,15531,Thornbush,92065,,RAMONA,3,2,0,2193,1990,7,750000,679000,01/26/2022,760000,02/22/2022
220001251,Sold,Detached,12184,Salix,92129,,RANCHO PENASQUITOS,5,4,0,2869,1991,0,1799000,1799000,01/26/2022,2150000,03/04/2022
220000585,Sold,Detached,5411,Encina,92114,,VALENCVALN,5,2,1,1810,2021,2,885900,885900,01/11/2022,885900,03/03/2022
PTP2200411,Sold,Detached,4569,Highland Ave.,92115,,,3,1,,1716,1941,10,975000,975000,01/19/2022,1052000,02/24/2022
220000847,Sold,All Other Attached,7616,Palmilla,92122,,UNIVERSITY CITY,3,2,1,1394,1987,6,899000,899000,01/14/2022,1080000,02/18/2022
220000702,Sold,Detached,2930,Admiral,92123,,SERRA MESA,5,4,0,2347,1958,6,1195000,1195000,01/13/2022,1325000,02/04/2022
PTP2200429,Sold,"All Other Attached, Townhome",2375,Aperture Cir,92108,,,3,2,1,1894,2015,13,1195000,1149000,01/19/2022,1210000,03/02/2022
NDP2200426,Active,Detached,16304,Via De Santa Fe,92067,,,5,6,,8720,2016,60,8450000,8450000,01/14/2022,,
220000904,Sold,All Other Attached,4523,Kittiwake,92057,1087A3,OCEANSIDE,2,2,0,1064,1980,10,500900,500900,01/14/2022,524310,03/03/2022
220001100,Sold,Detached,6140,Avenorra,91942,1250G6,LA MESA,3,2,0,1216,1960,0,699900,699900,02/01/2022,855000,03/15/2022
220001209,Pending,All Other Attached,1508,Circa Del Lago,92078,1128C3,LAKE SAN MARCOS,2,2,0,962,1987,9,199000,199000,01/20/2022,,
220000724,Sold,Townhome,1200,Calle Seabass,92154,,SAN DIEGO,3,2,1,1442,2017,5,610000,569000,01/13/2022,625000,02/11/2022
NDP2200632,Pending,"Manufactured Home, Detached",8975,Lawrence Welk,92026,,,3,2,0,1600,2017,47,540000,545000,01/21/2022,,
220000701,Sold,All Other Attached,7705,El Cajon,91942,1270G2,LA MESA,2,2,1,1313,2006,23,572600,579000,01/12/2022,572600,03/09/2022
PTP2200195,Sold,Detached,6506,Bougainville,92139,,,3,2,,1500,1970,4,810000,760000,01/13/2022,850000,02/11/2022
PTP2200579,Pending,"All Other Attached, Townhome",848,Cypress Point,92058,,,2,1,,1104,1986,17,530000,460000,01/26/2022,,
IG22042615,Pending,Detached,4112,Mount Herbert Ave,92117,,,3,1,,1352,1959,11,950000,950000,03/03/2022,,
220002402,Sold,Townhome,1812,Olive Green,91913,1331F2,CHULA VISTA,3,3,1,1419,2008,5,650000,585900,02/03/2022,650000,02/28/2022
NDP2200899,Sold,"All Other Attached, Townhome",1620,La Flora,92078,,,2,2,,1048,1966,0,600000,600000,01/31/2022,600000,03/11/2022
PTP2200462,Sold,Detached,730,7th,92065,,,3,2,0,1288,1977,6,599000,599000,01/20/2022,650000,02/14/2022
